Price,Adj Close,Close,High,Low,Open,Volume,company_name,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26,180.50686645507812,181.16000366210938,182.75999450683594,180.64999389648438,182.24000549316406,40867400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-02-27,181.97157287597656,182.6300048828125,183.9199981689453,179.55999755859375,181.10000610351562,54318900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-02-28,180.76593017578125,181.4199981689453,183.1199951171875,180.1300048828125,182.50999450683594,48953900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-02-29,180.0983428955078,180.75,182.57000732421875,179.52999877929688,181.27000427246094,136682600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-01,179.01226806640625,179.66000366210938,180.52999877929688,177.3800048828125,179.5500030517578,73488000.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-04,174.4687042236328,175.10000610351562,176.89999389648438,173.7899932861328,176.14999389648438,81510100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-05,169.5066680908203,170.1199951171875,172.0399932861328,169.6199951171875,170.75999450683594,95132400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-06,168.51025390625,169.1199951171875,171.24000549316406,168.67999267578125,171.05999755859375,68587700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-07,168.3907012939453,169.0,170.72999572753906,168.49000549316406,169.14999389648438,71765100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-08,170.11447143554688,170.72999572753906,173.6999969482422,168.94000244140625,169.0,76114600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-11,172.12718200683594,172.75,174.3800048828125,172.0500030517578,172.94000244140625,60139500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-12,172.60543823242188,173.22999572753906,174.02999877929688,171.00999450683594,173.14999389648438,59825400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-13,170.51303100585938,171.1300048828125,173.19000244140625,170.75999450683594,172.77000427246094,52488700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-14,172.3762664794922,173.0,174.30999755859375,172.0500030517578,172.91000366210938,72913500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-15,171.99765014648438,172.6199951171875,172.6199951171875,170.2899932861328,171.1699981689453,121664700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-18,173.09368896484375,173.72000122070312,177.7100067138672,173.52000427246094,175.57000732421875,75604200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-19,175.4451904296875,176.0800018310547,176.61000061035156,173.02999877929688,174.33999633789062,55215200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-20,178.02581787109375,178.6699981689453,178.6699981689453,175.08999633789062,175.72000122070312,53423100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-21,170.7521514892578,171.3699951171875,177.49000549316406,170.83999633789062,177.0500030517578,106181300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-22,171.6588592529297,172.27999877929688,173.0500030517578,170.05999755859375,171.75999450683594,71106600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-25,170.23403930664062,170.85000610351562,171.94000244140625,169.4499969482422,170.57000732421875,54288300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-26,169.09814453125,169.7100067138672,171.4199981689453,169.5800018310547,170.0,57388400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-27,172.68515014648438,173.30999755859375,173.60000610351562,170.11000061035156,170.41000366210938,60273300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-03-28,170.86175537109375,171.47999572753906,172.22999572753906,170.50999450683594,171.75,65672700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-01,169.4169921875,170.02999877929688,171.25,169.47999572753906,171.19000244140625,46240500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-02,168.2312774658203,168.83999633789062,169.33999633789062,168.22999572753906,169.0800018310547,49329500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-03,169.03834533691406,169.64999389648438,170.67999267578125,168.5800018310547,168.7899932861328,47691700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-04,168.21136474609375,168.82000732421875,171.9199981689453,168.82000732421875,170.2899932861328,53704400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-05,168.96859741210938,169.5800018310547,170.38999938964844,168.9499969482422,169.58999633789062,42055200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-08,167.84268188476562,168.4499969482422,169.1999969482422,168.24000549316406,169.02999877929688,37425500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-09,169.0582733154297,169.6699981689453,170.0800018310547,168.35000610351562,168.6999969482422,42451200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-10,167.1750946044922,167.77999877929688,169.08999633789062,167.11000061035156,168.8000030517578,49709300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-11,174.40892028808594,175.0399932861328,175.4600067138672,168.16000366210938,168.33999633789062,91070300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-12,175.91348266601562,176.5500030517578,178.36000061035156,174.2100067138672,174.25999450683594,101593300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-15,172.06739807128906,172.69000244140625,176.6300048828125,172.5,175.36000061035156,73531800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-16,168.7693328857422,169.3800048828125,173.75999450683594,168.27000427246094,171.75,73711200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-17,167.39430236816406,168.0,170.64999389648438,168.0,169.61000061035156,50901200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-18,166.437744140625,167.0399932861328,168.63999938964844,166.5500030517578,168.02999877929688,43122900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-19,164.40512084960938,165.0,166.39999389648438,164.0800018310547,166.2100067138672,67772100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-22,165.24208068847656,165.83999633789062,167.25999450683594,164.77000427246094,165.52000427246094,48116400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-23,166.2982635498047,166.89999389648438,167.0500030517578,164.9199981689453,165.35000610351562,49537800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-24,168.41062927246094,169.02000427246094,169.3000030517578,166.2100067138672,166.5399932861328,48251800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-25,169.27749633789062,169.88999938964844,170.61000061035156,168.14999389648438,169.52999877929688,50558300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-26,168.6896209716797,169.3000030517578,171.33999633789062,169.17999267578125,169.8800048828125,44838400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-29,172.8744659423828,173.5,176.02999877929688,173.10000610351562,173.3699951171875,68169400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-04-30,169.7158966064453,170.3300018310547,174.99000549316406,170.0,173.3300018310547,65934800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-01,168.6896209716797,169.3000030517578,172.7100067138672,169.11000061035156,169.5800018310547,50383100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-02,172.4061737060547,173.02999877929688,173.4199981689453,170.88999938964844,172.50999450683594,94214900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-03,182.71885681152344,183.3800048828125,187.0,182.66000366210938,186.64999389648438,163224100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-06,181.0548858642578,181.7100067138672,184.1999969482422,180.4199981689453,182.35000610351562,78569700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-07,181.7423858642578,182.39999389648438,184.89999389648438,181.32000732421875,183.4499969482422,77305800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-08,182.0811767578125,182.74000549316406,183.07000732421875,181.4499969482422,182.85000610351562,45057100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-09,183.90457153320312,184.57000732421875,184.66000366210938,182.11000061035156,182.55999755859375,48983000.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-10,182.63742065429688,183.0500030517578,185.08999633789062,182.1300048828125,184.89999389648438,50759500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-13,185.8601531982422,186.27999877929688,187.10000610351562,184.6199951171875,185.44000244140625,72044800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-14,187.00755310058594,187.42999267578125,188.3000030517578,186.2899932861328,187.50999450683594,52393600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-15,189.2924041748047,189.72000122070312,190.64999389648438,187.3699951171875,187.91000366210938,70400000.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-16,189.41212463378906,189.83999633789062,191.10000610351562,189.66000366210938,190.47000122070312,52845200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-17,189.4420623779297,189.8699951171875,190.80999755859375,189.17999267578125,189.50999450683594,41282900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-20,190.6094207763672,191.0399932861328,191.9199981689453,189.00999450683594,189.3300018310547,44361300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-21,191.91647338867188,192.35000610351562,192.72999572753906,190.9199981689453,191.08999633789062,42309400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-22,190.46974182128906,190.89999389648438,192.82000732421875,190.27000427246094,192.27000427246094,34648500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-23,186.45880126953125,186.8800048828125,191.0,186.6300048828125,190.97999572753906,51005900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-24,189.5518035888672,189.97999572753906,190.5800018310547,188.0399932861328,188.82000732421875,36294600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-28,189.56179809570312,189.99000549316406,193.0,189.10000610351562,191.50999450683594,52280100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-29,189.86111450195312,190.2899932861328,192.25,189.50999450683594,189.61000061035156,53068000.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-30,190.85885620117188,191.2899932861328,192.17999267578125,190.6300048828125,190.75999450683594,49947900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-05-31,191.8166961669922,192.25,192.57000732421875,189.91000366210938,191.44000244140625,75158300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-03,193.59266662597656,194.02999877929688,194.99000549316406,192.52000427246094,192.89999389648438,50080500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-04,193.91195678710938,194.35000610351562,195.32000732421875,193.02999877929688,194.63999938964844,47471400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-05,195.42852783203125,195.8699951171875,196.89999389648438,194.8699951171875,195.39999389648438,54156800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-06,194.04165649414062,194.47999572753906,196.5,194.1699981689453,195.69000244140625,41181800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-07,196.4462432861328,196.88999938964844,196.94000244140625,194.13999938964844,194.64999389648438,53103900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-10,192.68472290039062,193.1199951171875,197.3000030517578,192.14999389648438,196.89999389648438,97262100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-11,206.68310546875,207.14999389648438,207.16000366210938,193.6300048828125,193.64999389648438,172373300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-12,212.58978271484375,213.07000732421875,220.1999969482422,206.89999389648438,207.3699951171875,198134300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-13,213.75714111328125,214.24000549316406,216.75,211.60000610351562,214.74000549316406,97862700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-14,212.01107788085938,212.49000549316406,215.1699981689453,211.3000030517578,213.85000610351562,70122700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-17,216.18165588378906,216.6699981689453,218.9499969482422,212.72000122070312,213.3699951171875,93728300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-18,213.8070068359375,214.2899932861328,218.6300048828125,213.0,217.58999633789062,79943300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-20,209.20741271972656,209.67999267578125,214.24000549316406,208.85000610351562,213.92999267578125,86172500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-21,207.02235412597656,207.49000549316406,211.88999938964844,207.11000061035156,210.38999938964844,246421400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-24,207.67086791992188,208.13999938964844,212.6999969482422,206.58999633789062,207.72000122070312,80727000.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-25,208.59878540039062,209.07000732421875,211.3800048828125,208.61000061035156,209.14999389648438,56713900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-26,212.7693634033203,213.25,214.86000061035156,210.63999938964844,211.5,66213200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-27,213.61746215820312,214.10000610351562,215.74000549316406,212.35000610351562,214.69000244140625,49772700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-06-28,210.14527893066406,210.6199951171875,216.07000732421875,210.3000030517578,215.77000427246094,82542700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-01,216.261474609375,216.75,217.50999450683594,211.9199981689453,212.08999633789062,60402900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-02,219.77354431152344,220.27000427246094,220.3800048828125,215.10000610351562,216.14999389648438,58046200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-03,221.0506591796875,221.5500030517578,221.5500030517578,219.02999877929688,220.0,37369800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-05,225.82984924316406,226.33999633789062,226.4499969482422,221.64999389648438,221.64999389648438,60412400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-08,227.30653381347656,227.82000732421875,227.85000610351562,223.25,227.08999633789062,59085900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-09,228.16458129882812,228.67999267578125,229.39999389648438,226.3699951171875,227.92999267578125,48076100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-10,232.4548797607422,232.97999572753906,233.0800018310547,229.25,229.3000030517578,62627700.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-11,227.05709838867188,227.57000732421875,232.38999938964844,225.77000427246094,231.38999938964844,64710600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-12,230.0203857421875,230.5399932861328,232.63999938964844,228.67999267578125,228.9199981689453,53046500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-15,233.87168884277344,234.39999389648438,237.22999572753906,233.08999633789062,236.47999572753906,62631300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-16,234.29075622558594,234.82000732421875,236.27000427246094,232.3300018310547,235.0,43234300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-17,228.3641357421875,228.8800048828125,231.4600067138672,226.63999938964844,229.4499969482422,57345900.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-18,223.67471313476562,224.17999267578125,230.44000244140625,222.27000427246094,230.27999877929688,66034600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-19,223.80442810058594,224.30999755859375,226.8000030517578,223.27999877929688,224.82000732421875,49151500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-22,223.45523071289062,223.9600067138672,227.77999877929688,223.08999633789062,227.00999450683594,48201800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-23,224.5028533935547,225.00999450683594,226.94000244140625,222.67999267578125,224.3699951171875,39960300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-24,218.04742431640625,218.5399932861328,224.8000030517578,217.1300048828125,224.0,61777600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-25,216.99981689453125,217.49000549316406,220.85000610351562,214.6199951171875,218.92999267578125,51391200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-26,217.46875,217.9600067138672,219.49000549316406,216.00999450683594,218.6999969482422,41601300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-29,217.7481231689453,218.24000549316406,219.3000030517578,215.75,216.9600067138672,36311800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-30,218.30685424804688,218.8000030517578,220.3300018310547,216.1199951171875,219.19000244140625,41643800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-07-31,221.5794677734375,222.0800018310547,223.82000732421875,220.6300048828125,221.44000244140625,50036300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-01,217.8678436279297,218.36000061035156,224.47999572753906,217.02000427246094,224.3699951171875,62501000.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-02,219.3644561767578,219.86000061035156,225.60000610351562,217.7100067138672,219.14999389648438,105568600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-05,208.79833984375,209.27000427246094,213.5,196.0,199.08999633789062,119548600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-06,206.76292419433594,207.22999572753906,209.99000549316406,201.07000732421875,205.3000030517578,69660500.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-07,209.34710693359375,209.82000732421875,213.63999938964844,206.38999938964844,206.89999389648438,63516400.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-08,212.8292236328125,213.30999755859375,214.1999969482422,208.8300018310547,213.11000061035156,47161100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-09,215.7526397705078,216.24000549316406,216.77999877929688,211.97000122070312,212.10000610351562,42201600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-12,217.2909393310547,217.52999877929688,219.50999450683594,215.60000610351562,216.07000732421875,38028100.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-13,221.02682495117188,221.27000427246094,221.88999938964844,219.00999450683594,219.00999450683594,44155300.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-14,221.47633361816406,221.72000122070312,223.02999877929688,219.6999969482422,220.57000732421875,41960600.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-15,224.47303771972656,224.72000122070312,225.35000610351562,222.75999450683594,224.60000610351562,46414000.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-16,225.80157470703125,226.0500030517578,226.8300018310547,223.64999389648438,223.9199981689453,44340200.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-19,225.64175415039062,225.88999938964844,225.99000549316406,223.0399932861328,225.72000122070312,40687800.0,APPLE,,,,,,,,,,,,,,,,,,
2024-08-20,226.2610626220703,226.50999450683594,227.1699981689453,225.4499969482422,225.77000427246094,30299000.0,APPLE,,,,,,,,,,,,,,,,,,
